year,week,start_date,end_date,district,leptospirosis_cases_week,leptospirosis_cases_cumulative,parse_method,source_pdf
2008,13,2008.03.22,2008.03.28,Vavuniya,0,1,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Batticaloa,0,0,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Ampara,0,6,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Trincomalee,0,6,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Kurunegala,3,15,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Puttalam,0,2,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Anuradhapura,0,24,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Polonnaruwa,0,7,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Badulla,1,8,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Monaragala,0,16,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Ratnapura,4,33,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,13,2008.03.22,2008.03.28,Kegalle,3,28,pymupdf_v10,pdfs\2008_w13_vol_35_no_13_english.pdf
2008,14,2008.03.29,2008.04.04,Colombo,49,110,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Gampaha,10,86,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Kalutara,13,89,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Kandy,5,55,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Matale,9,156,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Nuwara Eliya,1,11,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Galle,14,91,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Hambantota,5,32,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Matara,10,87,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Jaffna,0,0,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Kilinochchi,0,1,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Mannar,0,0,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Vavuniya,1,2,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Batticaloa,0,0,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Ampara,0,6,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Trincomalee,1,7,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Kurunegala,4,19,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Puttalam,0,2,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Anuradhapura,0,24,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Polonnaruwa,0,7,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Badulla,1,9,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Monaragala,7,23,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Ratnapura,5,38,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,14,2008.03.29,2008.04.04,Kegalle,11,39,pymupdf_v10,pdfs\2008_w14_vol_35_no_14_english.pdf
2008,15,2008.04.05,2008.04.11,Colombo,11,126,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Gampaha,12,98,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Kalutara,14,105,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Kandy,11,66,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Matale,7,166,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Nuwara Eliya,1,12,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Galle,21,112,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Hambantota,2,34,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Matara,20,111,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Jaffna,0,0,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Kilinochchi,0,1,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Mannar,0,0,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Vavuniya,0,2,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Batticaloa,1,1,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Ampara,1,7,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Trincomalee,0,7,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Kurunegala,2,22,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Puttalam,1,3,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Anuradhapura,7,31,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Polonnaruwa,3,10,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Badulla,0,10,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Monaragala,6,29,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Ratnapura,5,49,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,15,2008.04.05,2008.04.11,Kegalle,6,45,pymupdf_v10,pdfs\2008_w15_vol_35_no_15_english.pdf
2008,16,2008.04.12,2008.04.18,Colombo,8,137,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Gampaha,8,106,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Kalutara,20,125,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Kandy,3,69,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Matale,7,173,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Nuwara Eliya,0,12,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Galle,3,115,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Hambantota,5,39,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Matara,12,123,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Jaffna,0,0,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Kilinochchi,0,1,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Mannar,0,0,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Vavuniya,0,2,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Batticaloa,0,1,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Ampara,0,7,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Trincomalee,0,7,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Kurunegala,3,25,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Puttalam,0,3,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Anuradhapura,4,35,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Polonnaruwa,11,21,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Badulla,0,10,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Monaragala,5,34,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Ratnapura,0,51,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,16,2008.04.12,2008.04.18,Kegalle,6,51,pymupdf_v10,pdfs\2008_w16_vol_35_no_16_english.pdf
2008,17,2008.04.19,2008.04.25,Colombo,7,146,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Gampaha,10,120,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Kalutara,4,133,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Kandy,7,76,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Matale,7,192,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Nuwara Eliya,1,13,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Galle,9,132,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Hambantota,3,44,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Matara,6,131,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Jaffna,0,0,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Kilinochchi,0,1,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Mannar,0,0,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Vavuniya,0,2,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Batticaloa,0,1,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Ampara,0,7,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Trincomalee,0,7,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Kurunegala,4,31,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Puttalam,0,3,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Anuradhapura,16,53,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Polonnaruwa,2,23,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Badulla,0,10,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Monaragala,4,38,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Ratnapura,1,66,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,17,2008.04.19,2008.04.25,Kegalle,12,63,pymupdf_v10,pdfs\2008_w17_vol_35_no_17_english.pdf
2008,18,2008.04.26,2008.05.02,Colombo,13,162,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Gampaha,15,136,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Kalutara,15,149,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Kandy,22,98,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Matale,42,254,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Nuwara Eliya,2,15,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Galle,16,149,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Hambantota,2,46,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Matara,12,144,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Jaffna,0,0,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Kilinochchi,1,2,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Mannar,0,0,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Vavuniya,1,3,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Batticaloa,0,1,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Ampara,0,7,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Trincomalee,0,7,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Kurunegala,20,57,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Puttalam,2,5,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Anuradhapura,22,79,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Polonnaruwa,2,25,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Badulla,4,14,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Monaragala,8,46,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Ratnapura,4,76,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,18,2008.04.26,2008.05.02,Kegalle,10,73,pymupdf_v10,pdfs\2008_w18_vol_35_no_18_english.pdf
2008,19,2008.05.03,2008.05.09,Colombo,2,164,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Gampaha,10,146,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Kalutara,2,151,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Kandy,12,109,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Matale,17,271,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Nuwara Eliya,0,15,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Galle,10,159,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Hambantota,1,47,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Matara,13,157,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Jaffna,0,0,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Kilinochchi,0,2,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Mannar,0,0,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Vavuniya,1,4,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Batticaloa,0,1,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Ampara,1,8,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Trincomalee,4,11,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Kurunegala,21,78,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Puttalam,1,6,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Anuradhapura,18,97,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Polonnaruwa,5,30,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Badulla,0,14,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Monaragala,3,49,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Ratnapura,8,81,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,19,2008.05.03,2008.05.09,Kegalle,9,82,pymupdf_v10,pdfs\2008_w19_vol_35_no_19_english.pdf
2008,20,2008.05.10,2008.05.16,Colombo,7,172,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Gampaha,8,154,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Kalutara,4,155,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Kandy,13,126,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Matale,25,310,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Nuwara Eliya,0,15,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Galle,6,165,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Hambantota,1,48,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Matara,7,164,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Jaffna,0,0,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Kilinochchi,0,2,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Mannar,0,0,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Vavuniya,0,4,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Batticaloa,0,1,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Ampara,3,11,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Trincomalee,0,11,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Kurunegala,13,91,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Puttalam,0,6,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Anuradhapura,13,110,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Polonnaruwa,0,30,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Badulla,1,16,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Monaragala,11,60,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Ratnapura,2,85,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,20,2008.05.10,2008.05.16,Kegalle,18,100,pymupdf_v10,pdfs\2008_w20_vol_35_no_20_english.pdf
2008,21,2008.05.17,2008.05.23,Colombo,9,181,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Gampaha,6,162,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Kalutara,9,164,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Kandy,26,152,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Matale,30,340,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Nuwara Eliya,1,16,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Galle,3,168,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Hambantota,1,49,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Matara,3,167,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Jaffna,0,0,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Kilinochchi,0,2,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Mannar,0,0,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Vavuniya,0,4,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Mullaitivu,0,0,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Batticaloa,0,1,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Ampara,0,12,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Trincomalee,0,11,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Kurunegala,2,95,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Puttalam,0,6,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Anuradhapura,20,133,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Polonnaruwa,0,30,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Badulla,3,19,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Monaragala,5,65,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Ratnapura,3,89,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,21,2008.05.17,2008.05.23,Kegalle,3,104,pymupdf_v10,pdfs\2008_w21_vol_35_no_21_english.pdf
2008,22,2008.05.24,2008.05.30,Colombo,3,185,pymupdf_v10,pdfs\2008_w22_vol_35_no_22_english.pdf
2008,22,2008.05.24,2008.05.30,Gampaha,6,172,pymupdf_v10,pdfs\2008_w22_vol_35_no_22_english.pdf
2008,22,2008.05.24,2008.05.30,Kalutara,14,181,pymupdf_v10,pdfs\2008_w22_vol_35_no_22_english.pdf
